card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id,player_group_id,other_card_ids
MILE,Sweden,SEA,Pacific,$7.0M,LW,LEFT,203.0,73,MARCUS JOHANSSON,86,85.85,87,88,86,90,87,84,88,85,88,86,85,84,85,85,83,86,83,76,66,86,84,87,76,96,4270,G1527,"1304,2505,4206,4268,4269,4271,4272,4273"
MILE,Sweden,BUF,Atlantic,$7.0M,LW,LEFT,203.0,73,MARCUS JOHANSSON,86,85.85,87,88,86,90,87,84,88,85,88,86,85,84,85,85,83,86,83,76,66,86,84,87,76,96,4271,G1527,"1304,2505,4206,4268,4269,4270,4272,4273"
MILE,Sweden,BOS,Atlantic,$7.0M,LW,LEFT,203.0,73,MARCUS JOHANSSON,86,85.85,87,88,86,90,87,84,88,85,88,86,85,84,85,85,83,86,83,76,66,86,84,87,76,96,4272,G1527,"1304,2505,4206,4268,4269,4270,4271,4273"
MILE,Sweden,NJD,Metropolitan,$7.0M,LW,LEFT,203.0,73,MARCUS JOHANSSON,86,85.85,87,88,86,90,87,84,88,85,88,86,85,84,85,85,83,86,83,76,66,86,84,87,76,96,4273,G1527,"1304,2505,4206,4268,4269,4270,4271,4272"
BA,Sweden,LIF,,$0.6M,RW,RIGHT,165.0,68,MARCUS KARLBERG,76,76.10,87,84,84,76,87,65,86,64,86,73,67,67,68,72,74,81,74,84,67,76,72,79,64,84,3460,G1528,
NG,Canada,CHA,,$4.0M,LD,LEFT,182.0,71,MARCUS KEARSEY,83,84.05,86,89,82,84,87,83,94,82,94,87,87,83,82,86,79,77,82,89,74,80,77,80,59,83,4157,G1529,
BA,Sweden,DIF,,$0.7M,C,LEFT,179.0,72,MARCUS KRUGER,77,77.75,82,78,79,79,85,75,81,78,81,75,74,77,77,77,77,77,77,78,63,75,75,76,83,82,3353,G1530,
BA,Sweden,VAN,Pacific,$0.7M,LD,LEFT,174.0,77,MARCUS PETTERSSON,77,77.20,81,77,79,76,82,70,80,70,80,72,76,70,78,76,78,79,78,82,62,80,81,81,47,72,1630,G1531,3978
BEM,Sweden,VAN,Pacific,$4.0M,LD,LEFT,174.0,77,MARCUS PETTERSSON,83,82.90,84,83,85,82,85,76,86,76,86,78,82,76,84,82,84,85,84,88,68,86,87,87,53,78,3978,G1531,1630
BA,Sweden,TIM,,$0.7M,C,LEFT,203.0,75,MARCUS WESTFALT,77,77.15,87,82,80,77,87,72,85,73,84,73,76,73,74,75,73,83,73,78,68,72,69,75,80,78,3612,G1532,
BA,Czechia,CHA,,$0.6M,LD,LEFT,206.0,75,MAREK ALSCHER,76,75.75,83,81,79,73,85,62,83,63,82,75,68,68,73,68,79,81,79,84,68,78,75,80,49,74,2792,G1533,
NG,Canada,HAM,,$5.0M,LW,LEFT,170.0,73,MAREK VANACKER,84,85.50,86,84,82,86,85,87,85,88,86,87,85,85,85,85,83,82,88,90,75,85,89,87,81,95,4264,G1534,
ALUM,Czechia,NSH,,$2.0M,RD,RIGHT,190.0,71,MAREK ZIDLICKY,81,81.35,82,81,77,79,84,81,84,81,84,81,86,79,86,83,77,82,74,79,62,83,81,82,52,80,2037,G1535,2639
HUTC,Czechia,NSH,Central,$6.0M,RD,RIGHT,190.0,71,MAREK ZIDLICKY,85,85.15,84,85,81,83,86,85,88,85,88,85,90,83,90,87,81,86,78,83,66,87,85,86,56,84,2639,G1535,2037
BA,USA,SEA,,$0.6M,LD,LEFT,135.0,69,MARIAH KEOPPLE,76,76.85,77,81,80,79,78,80,75,74,73,77,77,76,75,77,79,78,74,81,43,79,73,75,53,78,2396,G1536,4322
BEM,USA,SEA,,$4.0M,LD,LEFT,135.0,69,MARIAH KEOPPLE,83,83.85,84,88,87,86,85,87,82,81,80,84,84,83,82,84,86,85,81,88,50,86,80,82,60,85,4322,G1536,2396
ALUM,Slovakia,CHI,,$4.0M,RW,LEFT,207.0,73,MARIAN HOSSA,83,82.30,86,81,82,81,84,82,81,84,83,82,85,83,83,84,78,85,75,88,62,86,80,81,65,82,1802,G1537,4438
CHEL,Slovakia,CHI,Central,$8.0M,RW,LEFT,207.0,73,MARIAN HOSSA,87,87.00,88,86,87,86,86,87,86,89,88,87,90,88,88,89,83,90,80,93,67,91,85,86,70,87,4438,G1537,1802
BA,Slovakia,FBK,,$0.7M,LW,LEFT,190.0,73,MARIAN STUDENIC,77,77.50,85,81,81,75,85,73,83,74,82,79,72,78,74,75,76,81,78,81,61,72,69,77,68,86,3403,G1538,
BA,Canada,MTL,,$4.0M,C,LEFT,161.0,66,MARIE-PHILIP POULIN,83,84.00,89,85,86,81,87,84,75,83,75,86,86,85,85,86,85,86,85,86,42,83,84,84,89,86,2343,G1539,4358
CCAP,Canada,MTL,,$9.0M,C,LEFT,161.0,66,MARIE-PHILIP POULIN,88,88.95,91,90,91,86,89,88,89,87,89,90,90,89,89,90,89,90,89,90,46,87,88,88,94,90,4358,G1539,2343
BA,Canada,SJS,Pacific,$2.0M,LD,LEFT,209.0,72,MARIO FERRARO,81,81.75,85,84,82,82,85,73,84,75,84,78,78,83,81,80,84,82,82,82,62,83,85,85,52,80,1498,G1540,
ALUM,Canada,PIT,,$6.0M,C,RIGHT,230.0,76,MARIO LEMIEUX,85,85.10,85,92,83,86,85,89,88,90,88,91,91,88,90,90,85,87,63,73,58,79,73,79,89,78,2129,G1541,
ALUM,Canada,QUE,,$3.0M,RD,RIGHT,190.0,71,MARIO MAROIS,82,81.80,82,81,85,80,84,76,84,76,84,74,84,76,84,81,84,84,79,74,72,84,87,87,49,74,2151,G1542,3891
MARQ,Canada,QUE,,$6.0M,RD,RIGHT,190.0,71,MARIO MAROIS,85,84.70,84,84,88,83,86,79,87,79,87,77,87,79,87,84,87,87,82,77,75,87,90,90,52,77,3891,G1542,2151
ALUM,Canada,MTL,,$0.8M,RW,RIGHT,190.0,72,MARIO TREMBLAY,78,78.70,82,78,79,81,83,77,78,77,78,79,81,79,79,79,77,79,76,78,72,80,78,74,73,83,2027,G1543,
ALUM,Canada,CHI,,$0.6M,C,LEFT,220.0,76,MARK BELL,76,77.05,78,75,81,79,79,75,80,76,81,73,79,75,76,74,80,80,73,67,76,73,76,78,84,68,1823,G1544,
BA,Canada,RBK,,$0.7M,RD,RIGHT,185.0,71,MARK FRIEDMAN,77,77.80,86,82,80,81,86,67,84,67,83,77,67,74,74,74,81,81,80,82,67,75,78,79,52,80,3568,G1545,
ALUM,USA,PHI,,$2.0M,LD,LEFT,185.0,71,MARK HOWE,81,81.30,83,81,81,79,83,80,83,80,83,77,85,78,83,82,79,82,81,65,68,85,80,81,50,66,2224,G1546,
ALUM,Canada,HFD,,$0.7M,RW,RIGHT,200.0,72,MARK HUNTER,77,77.45,80,78,80,76,80,73,80,73,80,74,77,77,78,78,80,80,80,74,77,77,74,74,68,69,1961,G1547,
BA,Canada,CAR,Metropolitan,$0.5M,LW,LEFT,212.0,76,MARK JANKOWSKI,75,75.35,81,76,79,72,81,73,78,75,79,73,72,74,75,75,75,78,75,76,62,72,69,75,65,76,1124,G1548,
BA,USA,BOS,Atlantic,$0.6M,C,RIGHT,227.0,76,MARK KASTELIC,76,76.35,82,74,80,80,81,69,79,70,79,74,73,74,74,74,80,80,80,77,77,75,72,77,74,62,1039,G1549,
COM,USA,BOS,Atlantic,$5.0M,C,RIGHT,234.0,76,MARK KASTELIC,84,84.45,86,82,88,88,85,82,84,82,84,82,81,85,83,83,88,88,88,85,85,83,80,87,82,70,4312,G1550,
BA,Canada,IA,,$0.6M,C,LEFT,194.0,73,MARK LIWISKI,76,76.80,85,81,85,79,85,68,84,68,84,72,65,73,69,68,83,85,90,85,90,65,68,79,80,65,2958,G1551,
ALUM,Canada,EDM,,$6.0M,C,LEFT,210.0,74,MARK MESSIER,85,85.65,84,84,88,85,86,85,86,88,86,81,89,84,86,86,84,88,86,84,81,87,87,83,90,54,1903,G1552,4615
ICON,Canada,NYR,,$11.0M,C,LEFT,210.0,74,MARK MESSIER,90,90.65,88,89,93,90,90,90,91,93,91,86,94,90,91,91,90,93,91,90,86,92,92,88,93,59,4615,G1552,1903
ALUM,Canada,MTL,,$0.8M,RW,LEFT,185.0,69,MARK NAPIER,78,77.85,82,77,78,79,82,77,81,77,81,74,81,75,77,77,75,79,73,68,71,78,78,76,71,53,2025,G1553,
ALUM,Canada,NYR,,$0.7M,LW,LEFT,200.0,74,MARK OSBORNE,77,78.10,81,78,79,80,81,77,82,77,82,76,79,76,76,76,79,79,77,80,74,76,77,74,57,62,2093,G1554,
ALUM,USA,MIN,,$0.8M,RW,RIGHT,200.0,71,MARK PARRISH,78,78.65,81,80,78,76,82,80,84,80,83,80,83,81,80,80,70,74,70,75,57,79,75,77,55,77,2002,G1555,
ALUM,Canada,PHI,,$3.0M,RW,LEFT,195.0,70,MARK RECCHI,82,82.30,85,79,84,82,87,80,83,81,84,82,86,84,84,84,74,82,80,84,67,83,80,82,74,77,2110,G1556,4369
HH,Canada,PHI,,$9.0M,RW,LEFT,195.0,70,MARK RECCHI,88,89.00,88,86,91,89,90,87,90,88,91,89,93,91,91,91,82,89,88,92,74,90,87,89,81,84,4369,G1556,2110
BA,Canada,WPG,Central,$5.0M,C,RIGHT,207.0,75,MARK SCHEIFELE,84,84.05,87,85,83,83,87,85,84,88,84,84,87,87,87,87,80,82,80,83,62,82,77,82,87,82,1692,G1557,"3653,3878"
CHEL,Canada,WPG,Central,$6.0M,C,RIGHT,207.0,75,MARK SCHEIFELE,85,85.05,88,86,84,84,88,86,85,89,85,85,88,88,88,88,81,83,81,84,62,83,78,83,81,83,3653,G1557,"1692,3878"
MILE,Canada,WPG,Central,$7.0M,C,RIGHT,207.0,75,MARK SCHEIFELE,86,85.95,88,87,85,85,88,87,86,90,86,86,89,89,89,89,82,84,82,85,64,84,79,84,89,84,3878,G1557,"1692,3653"
BA,USA,COL,,$0.8M,C,LEFT,201.0,70,MARK SENDEN,78,78.35,87,85,85,76,87,70,89,70,89,72,77,72,70,70,78,85,80,90,72,76,70,79,72,85,2855,G1558,
BA,Canada,VGK,Pacific,$3.0M,RW,RIGHT,210.0,75,MARK STONE,82,81.90,81,80,83,81,81,81,83,81,83,81,85,81,83,83,80,83,79,63,67,86,77,86,60,78,1653,G1559,3791
GB,Canada,VGK,Pacific,$7.0M,RW,RIGHT,210.0,75,MARK STONE,86,85.90,85,84,87,85,85,85,87,85,87,85,89,85,87,87,84,87,83,67,71,90,81,90,64,82,3791,G1559,1653
BA,Canada,TOR,,$0.5M,C,RIGHT,183.0,75,MARKO SIKIC,75,75.75,83,80,80,70,83,71,83,72,83,72,70,73,74,72,79,78,79,84,74,67,67,79,79,74,3213,G1560,
BA,Sweden,LHC,,$0.9M,C,LEFT,181.0,69,MARKUS LJUNGH,79,79.75,86,78,79,79,87,76,83,78,82,78,83,80,81,81,75,79,79,82,69,78,73,80,85,78,3467,G1561,
HH,Sweden,VAN,,$5.0M,LW,LEFT,190.0,72,MARKUS NASLUND,84,84.60,86,87,83,83,87,85,86,92,88,86,91,87,88,87,76,84,78,78,58,84,76,78,75,87,1076,G1562,2264
ALUM,Sweden,VAN,,$4.0M,LW,LEFT,190.0,72,MARKUS NASLUND,83,82.70,85,85,81,81,86,83,84,90,86,84,89,85,86,85,74,82,76,76,57,82,74,76,73,85,2264,G1562,1076
CMG,Finland,LHF,,$6.0M,RW,RIGHT,204.0,78,MARKUS NURMI,85,85.30,88,87,88,86,88,78,90,81,88,84,85,87,83,86,90,88,81,83,71,85,78,85,76,81,2511,G1563,3500
BA,Finland,LHF,,$0.7M,RW,RIGHT,204.0,78,MARKUS NURMI,77,77.40,84,79,80,78,84,70,82,73,80,76,77,79,78,78,73,80,73,75,63,77,70,77,68,73,3500,G1563,2511
BA,Canada,TOR,,$0.6M,LD,LEFT,213.0,74,MARSHALL RIFAI,76,76.85,85,81,83,79,84,64,83,65,83,74,67,68,71,69,81,82,84,84,73,73,81,80,49,74,3209,G1564,
BA,USA,BRI,,$0.7M,LD,LEFT,189.0,71,MARSHALL WARREN,77,77.10,86,84,79,77,86,77,76,77,75,75,77,77,80,82,68,72,78,78,49,79,64,73,49,79,2755,G1565,3972
FACE,USA,NYI,Metropolitan,$6.0M,LD,LEFT,189.0,71,MARSHALL WARREN,85,84.80,90,92,87,85,90,85,84,85,83,83,85,85,90,90,76,80,86,86,57,87,72,81,57,87,3972,G1565,2755
BA,Slovakia,ONT,,$0.6M,RW,RIGHT,187.0,72,MARTIN CHROMIAK,76,76.20,85,81,78,74,85,73,82,74,81,79,64,74,74,75,76,78,76,86,63,69,70,76,61,76,3044,G1566,
BA,Slovakia,WSH,Metropolitan,$0.8M,LD,LEFT,203.0,74,MARTIN FEHERVARY,78,77.95,82,78,80,81,83,67,80,68,80,73,73,74,76,75,84,80,78,78,72,84,82,81,53,73,1679,G1567,3702
TOTW,Slovakia,WSH,Metropolitan,$4.0M,LD,LEFT,203.0,74,MARTIN FEHERVARY,83,83.60,87,83,85,85,88,80,84,80,84,80,80,80,81,80,88,84,83,83,80,87,87,86,58,80,3702,G1567,1679
BA,Czechia,CGY,,$0.6M,RW,RIGHT,210.0,73,MARTIN FRK,76,77.75,85,79,82,78,84,79,84,78,84,79,75,78,74,74,74,79,79,84,58,67,70,73,73,83,2777,G1568,
ALUM,Canada,CAR,,$3.0M,LW,LEFT,202.0,71,MARTIN GELINAS,82,82.65,84,83,82,81,85,81,85,82,86,81,81,83,82,81,81,84,81,82,72,83,85,82,77,82,1789,G1569,
BA,Norway,HV7,,$0.8M,LW,LEFT,194.0,70,MARTIN JOHNSEN,78,78.95,90,86,75,78,90,76,86,76,86,82,78,79,78,78,73,72,72,87,67,77,70,77,76,87,3432,G1570,
ALUM,Canada,DET,,$0.7M,RW,RIGHT,215.0,71,MARTIN LAPOINTE,77,77.10,82,78,81,75,81,72,80,73,78,73,78,76,75,75,81,79,79,78,77,79,75,72,65,58,1882,G1571,
BA,Czechia,COL,Central,$5.0M,C,RIGHT,195.0,75,MARTIN NECAS,84,84.25,91,87,81,84,90,84,84,85,84,88,88,86,88,88,78,81,78,81,62,82,75,83,80,78,1148,G1572,"3790,4596"
GB,Czechia,COL,Central,$8.0M,C,RIGHT,195.0,75,MARTIN NECAS,87,88.00,92,91,85,88,92,88,88,89,88,92,92,90,92,92,82,85,82,85,66,86,79,87,84,82,3790,G1572,"1148,4596"
GM,Czechia,COL,Central,$9.0M,C,RIGHT,195.0,75,MARTIN NECAS,88,88.35,92,91,87,89,92,89,89,90,89,92,92,90,92,92,82,85,82,85,66,86,79,87,84,82,4596,G1572,"1148,3790"
BA,Slovakia,CGY,Pacific,$0.8M,RW,LEFT,173.0,74,MARTIN POSPISIL,78,78.40,84,78,78,78,86,74,81,77,80,76,78,78,78,77,84,80,78,73,62,72,73,78,63,63,1093,G1573,2629
CMG,Slovakia,CGY,Pacific,$3.0M,RW,LEFT,173.0,74,MARTIN POSPISIL,82,83.00,85,83,83,83,87,79,86,82,85,81,83,83,83,82,89,85,83,78,67,77,78,83,68,68,2629,G1573,1093
BA,Sweden,MIF,,$0.6M,LD,LEFT,176.0,74,MARTIN SCHREIBER,76,76.65,88,84,73,71,89,73,87,75,87,75,75,73,75,75,72,73,70,90,65,73,70,75,75,87,3530,G1574,
ALUM,Canada,TBL,,$5.0M,RW,LEFT,180.0,68,MARTIN ST. LOUIS,84,84.40,89,86,83,84,90,85,84,87,83,86,89,87,87,87,78,82,80,88,67,82,80,79,61,86,2185,G1575,
ALUM,Canada,LAK,,$0.7M,RD,RIGHT,235.0,74,MARTY MCSORLEY,77,76.80,78,74,83,76,79,71,79,72,78,69,73,71,75,74,82,83,80,68,82,78,79,82,48,43,1977,G1576,
ALUM,USA,EDM,,$0.5M,C,LEFT,197.0,73,MARTY REASONER,75,74.95,78,73,78,71,80,71,77,71,77,73,76,72,73,73,76,77,72,74,70,78,79,74,79,76,1928,G1577,
FI,USA,DET,Atlantic,$1.0M,C,RIGHT,194.0,74,MASON APPLETON,80,79.70,85,79,82,79,85,78,82,78,81,79,78,78,78,78,79,82,79,79,64,78,77,79,64,79,1063,G1578,1210
BA,USA,DET,Atlantic,$0.8M,C,RIGHT,194.0,74,MASON APPLETON,78,77.90,83,77,80,81,83,76,80,76,79,77,76,76,76,76,77,80,77,77,62,76,75,77,69,77,1210,G1578,1063
GM,USA,DET,Atlantic,$7.0M,C,RIGHT,196.0,74,MASON APPLETON,86,86.40,87,86,89,90,87,85,89,85,88,86,85,85,85,85,86,89,86,86,71,85,84,86,78,86,4652,G1579,
BA,Canada,ROC,,$0.7M,LD,LEFT,228.0,76,MASON GEERTSEN,77,76.90,83,79,87,79,81,63,84,63,85,72,64,67,70,67,87,85,87,84,78,73,81,81,54,64,3073,G1580,
BA,USA,BOS,Atlantic,$0.9M,LD,LEFT,220.0,77,MASON LOHREI,79,78.40,82,79,83,79,82,72,83,73,83,72,78,73,74,74,80,83,80,80,72,82,72,84,45,80,1028,G1581,
GM,USA,BOS,Atlantic,$8.0M,LD,LEFT,218.0,77,MASON LOHREI,87,87.00,87,88,92,88,87,81,92,82,92,81,87,82,83,83,89,92,89,89,81,91,81,93,54,89,4597,G1582,
BA,Canada,SEA,Pacific,$2.0M,LW,LEFT,212.0,77,MASON MARCHMENT,81,81.75,81,79,85,81,82,80,84,81,83,80,82,81,80,81,84,85,85,80,75,81,77,83,60,60,1521,G1583,"3979,4551"
BEM,Canada,SEA,Pacific,$5.0M,LW,LEFT,212.0,77,MASON MARCHMENT,84,84.55,82,82,88,84,83,83,87,84,86,83,85,84,83,84,87,88,88,83,78,84,80,86,63,63,3979,G1583,"1521,4551"
GB,Canada,SEA,Pacific,$8.0M,LW,LEFT,212.0,77,MASON MARCHMENT,87,87.55,86,85,91,87,85,86,90,87,89,86,88,87,86,87,90,91,91,86,81,87,83,89,66,66,4551,G1583,"1521,3979"
BA,Canada,ANA,Pacific,$4.0M,C,LEFT,219.0,73,MASON MCTAVISH,83,83.35,83,81,88,81,83,84,87,85,87,82,80,84,82,82,85,86,87,82,72,79,78,83,82,67,1014,G1584,3298
TRAN,Canada,ANA,Pacific,$6.0M,C,LEFT,219.0,73,MASON MCTAVISH,85,85.25,84,83,90,83,84,86,89,87,89,84,82,86,84,84,87,88,89,84,74,81,80,85,84,69,3298,G1584,1014
ALUM,Canada,VAN,,$0.7M,LW,LEFT,180.0,73,MASON RAYMOND,77,77.80,89,79,75,75,89,77,78,77,78,78,80,77,78,76,74,74,72,74,63,78,75,77,71,77,2269,G1585,
BA,Canada,MB,,$0.7M,C,LEFT,184.0,70,MASON SHAW,77,78.00,84,83,78,81,84,73,82,75,82,80,76,78,77,77,75,78,80,75,55,75,65,77,76,85,3265,G1586,
BA,Canada,LV,,$0.6M,C,LEFT,175.0,70,MASSIMO RIZZO,76,76.05,84,77,72,75,84,74,83,76,83,81,74,77,77,77,67,79,69,84,67,71,67,74,74,79,2999,G1587,
BA,Czechia,PRO,,$0.7M,RW,LEFT,201.0,72,MATEJ BLUMEL,77,77.10,83,78,78,81,84,75,81,75,81,78,75,75,75,75,75,78,75,80,58,75,70,75,60,75,3056,G1588,
GM,Czechia,BOS,Atlantic,$6.0M,RW,LEFT,201.0,72,MATEJ BLÜMEL,85,85.60,87,87,87,90,88,84,90,84,90,87,84,84,84,84,84,87,84,89,67,84,79,84,69,84,4605,G1589,
NG,Canada,BLB,,$6.0M,C,LEFT,178.0,72,MATEO NOBERT,85,85.40,86,87,85,87,87,85,85,88,85,84,84,83,86,84,85,83,84,89,73,86,87,87,87,84,4223,G1590,
BA,Canada,NYI,Metropolitan,$5.0M,C,RIGHT,190.0,73,MATHEW BARZAL,84,83.90,89,87,84,81,88,83,84,83,85,89,85,88,86,88,77,82,77,87,57,79,74,89,81,82,1389,G1591,
FANT,Canada,NYI,Metropolitan,$9.0M,C,RIGHT,186.0,73,MATHEW BARZAL,88,88.45,91,92,86,86,90,88,89,88,90,94,90,93,91,93,82,87,82,92,62,84,79,94,86,87,2663,G1592,
BA,Sweden,LHF,,$0.7M,LW,LEFT,183.0,72,MATHIAS BROME,77,77.50,84,81,76,73,84,75,82,79,82,80,79,79,79,78,67,79,72,77,73,71,74,76,54,78,3496,G1593,
CMG,Sweden,LHF,,$6.0M,LW,LEFT,183.0,72,MATHIAS BROMÉ,85,86.00,88,90,85,82,88,84,91,88,91,89,88,88,88,87,76,88,81,86,82,80,83,85,63,87,2502,G1594,
ALUM,Canada,DET,,$0.5M,RD,RIGHT,208.0,72,MATHIEU DANDENAULT,75,74.65,81,77,70,71,82,71,78,71,78,77,77,62,75,72,74,77,70,62,67,78,76,76,43,74,1886,G1595,
BA,USA,WBS,,$0.9M,RW,RIGHT,165.0,69,MATHIEU DE ST.PHALLE,79,79.80,85,79,80,77,89,84,83,83,80,83,84,84,82,87,75,76,73,83,60,70,67,75,52,82,3244,G1596,
BA,Canada,STL,Central,$0.7M,RW,LEFT,186.0,73,MATHIEU JOSEPH,77,77.80,84,79,77,80,84,76,79,77,79,77,75,76,77,76,79,78,77,77,62,75,71,80,62,77,1548,G1597,
BA,Canada,CBJ,Metropolitan,$0.6M,RW,RIGHT,226.0,73,MATHIEU OLIVIER,76,76.65,79,76,82,79,79,70,80,71,80,72,73,73,74,74,85,84,83,78,84,73,68,78,58,58,1182,G1598,
COM,Canada,CBJ,Metropolitan,$4.0M,RW,RIGHT,232.0,73,MATHIEU OLIVIER,83,83.35,83,83,89,86,83,77,87,78,87,79,80,80,81,81,92,91,90,85,91,80,75,85,65,65,4498,G1599,
ALUM,USA,MTL,,$1.0M,LD,LEFT,195.0,71,MATHIEU SCHNEIDER,80,80.85,83,81,81,80,83,82,82,82,82,78,85,79,82,83,77,80,79,74,67,80,79,79,45,80,2019,G1600,
BA,Denmark,MIF,,$0.8M,LD,LEFT,181.0,72,MATIAS LASSEN,78,77.45,85,81,82,76,85,68,83,71,82,73,73,79,76,78,72,82,77,79,67,78,72,76,57,87,3511,G1601,
BA,Finland,TOR,Atlantic,$0.6M,LW,LEFT,185.0,71,MATIAS MACCELLI,76,76.35,84,80,72,74,83,75,80,76,80,80,79,77,79,79,72,72,72,77,57,74,64,75,62,87,1591,G1602,
FACE,Finland,TOR,Atlantic,$4.0M,LW,LEFT,187.0,71,MATIAS MACCELLI,83,82.95,87,87,79,81,86,82,87,83,87,87,86,84,86,86,79,79,79,84,64,81,71,82,69,94,3803,G1603,
ALUM,Sweden,TOR,,$5.0M,C,RIGHT,231.0,77,MATS SUNDIN,84,83.40,83,80,84,82,85,83,87,83,85,82,89,83,87,84,81,87,75,85,72,85,82,81,89,70,2196,G1604,3888
MARQ,Sweden,QUE,,$7.0M,C,RIGHT,231.0,77,MATS SUNDIN,86,85.40,85,82,86,84,87,85,89,85,87,84,91,85,89,86,83,89,77,87,74,87,84,83,91,72,3888,G1604,2196
BA,Norway,MIN,Central,$0.8M,RW,LEFT,181.0,68,MATS ZUCCARELLO,78,78.85,84,83,75,77,87,79,80,80,80,82,81,80,82,82,67,76,72,67,57,78,72,80,57,82,1302,G1605,"3846,4673"
FACE,Norway,MIN,Central,$3.0M,RW,LEFT,181.0,68,MATS ZUCCARELLO,82,82.65,86,87,79,81,89,83,84,84,84,86,85,84,86,86,71,80,76,71,61,82,76,84,61,86,3846,G1605,"1302,4673"
GM,Norway,MIN,Central,$6.0M,RW,LEFT,181.0,68,MATS ZUCCARELLO,85,85.45,87,90,82,84,90,86,87,87,87,89,88,87,89,89,74,83,79,74,64,85,79,87,64,89,4673,G1605,"1302,3846"
BA,Canada,TOR,,$0.7M,RD,RIGHT,203.0,73,MATT BENNING,77,77.30,82,78,81,76,83,69,82,71,82,74,70,70,75,75,81,81,80,80,70,76,82,78,55,75,3201,G1606,
BA,USA,LIF,,$0.7M,RD,RIGHT,190.0,71,MATT CAITO,77,76.30,83,80,83,75,83,67,82,68,82,70,70,71,74,73,82,82,74,84,69,75,75,77,54,79,3455,G1607,
ALUM,Canada,CBJ,,$0.9M,LW,LEFT,186.0,71,MATT CALVERT,79,79.55,88,83,79,79,86,78,80,79,81,82,78,78,77,78,76,79,79,85,57,76,76,79,66,81,1845,G1608,
BA,USA,CGY,Pacific,$0.7M,RW,RIGHT,183.0,70,MATT CORONATO,77,77.25,81,78,74,76,81,76,79,78,79,80,80,79,81,81,67,76,72,77,57,76,72,79,62,74,1092,G1609,2635
TOTW,USA,CGY,Pacific,$3.0M,RW,RIGHT,183.0,70,MATT CORONATO,82,83.10,86,83,81,81,86,81,86,83,86,85,84,84,85,85,80,81,80,82,80,81,80,84,67,80,2635,G1609,1092
TOTW,USA,CGY,Pacific,$6.0M,RW,RIGHT,3.0,70,MATT CORONATO,85,86.10,89,86,84,84,89,84,89,86,89,88,87,87,88,88,83,84,83,85,83,84,83,87,70,83,4493,G1610,
BA,Canada,DAL,Central,$3.0M,C,LEFT,212.0,71,MATT DUCHENE,82,82.45,87,85,80,82,88,82,83,85,83,84,84,83,84,83,78,80,78,80,67,82,75,83,84,80,1187,G1611,2691
MARQ,Canada,DAL,Central,$5.0M,C,LEFT,212.0,71,MATT DUCHENE,84,84.35,88,87,82,84,89,84,85,87,85,86,86,85,86,85,80,82,80,82,69,84,77,85,86,82,2691,G1611,1187
BA,Canada,PIT,Metropolitan,$0.7M,RD,RIGHT,185.0,73,MATT DUMBA,77,77.30,83,79,77,75,83,69,81,71,81,76,73,72,76,76,80,77,81,72,57,77,80,79,47,67,1488,G1612,2496
TRAN,Canada,PIT,Metropolitan,$5.0M,RD,RIGHT,185.0,73,MATT DUMBA,84,84.90,87,87,85,83,87,77,89,79,89,84,81,80,84,84,88,85,89,80,65,85,88,87,55,75,2496,G1612,1488
NG,Canada,BLB,,$5.0M,C,RIGHT,168.0,67,MATT GOSSELIN,84,84.25,88,89,83,83,89,82,91,80,91,82,82,80,81,82,86,82,87,92,76,85,82,80,86,82,4158,G1613,
TRAN,USA,CHI,Central,$2.0M,LD,LEFT,180.0,70,MATT GRZELCYK,81,78.40,85,85,79,85,85,80,8,80,83,85,76,75,82,82,82,80,86,84,61,82,83,85,51,86,3739,G1614,
BA,USA,STL,Central,$0.5M,RD,RIGHT,205.0,74,MATT KESSEL,75,75.10,79,77,82,73,79,64,81,64,82,72,65,70,73,71,79,81,82,80,72,73,78,77,55,75,1554,G1615,
COM,USA,STL,Central,$4.0M,RD,RIGHT,212.0,75,MATT KESSEL,83,83.55,83,85,88,81,83,83,84,83,84,80,79,81,81,79,86,87,88,86,80,85,86,85,63,83,4314,G1616,
BA,USA,IA,,$0.6M,LD,LEFT,181.0,72,MATT KIERSTED,76,76.95,82,79,80,75,85,68,82,70,82,76,68,70,73,73,80,81,81,81,73,73,81,80,51,76,2956,G1617,
BA,Canada,SPR,,$0.8M,RW,RIGHT,196.0,74,MATT LUFF,78,78.40,83,79,81,82,83,75,82,75,82,75,73,76,75,75,81,82,80,79,65,75,74,80,60,75,3141,G1618,
BA,Canada,BRI,,$0.6M,RW,RIGHT,191.0,71,MATT MAGGIO,76,76.40,86,82,73,78,85,77,82,78,82,80,75,78,77,76,69,70,69,84,67,73,66,72,66,79,2759,G1619,
BA,USA,WSH,Metropolitan,$0.7M,RD,RIGHT,212.0,74,MATT ROY,77,77.00,81,77,79,75,82,70,80,72,79,72,75,71,76,75,79,79,79,77,72,79,80,80,52,72,1681,G1620,
