card,nationality,team,division,salary,position,hand,weight_lb,height_in,name,overall,aOVR,acceleration,agility,balance,endurance,speed,slap_shot_accuracy,slap_shot_power,wrist_shot_accuracy,wrist_shot_power,deking,offensive_awareness,hand_eye,passing,puck_control,body_checking,strength,aggression,durability,fighting_skill,defensive_awareness,shot_blocking,stick_checking,faceoffs,discipline,card_api_id
BA,Canada,COL,Central,$0.8M,RD,RIGHT,218.0,75,JOSH MANSON,78,78.70,81,77,83,77,82,71,81,70,81,73,76,72,76,76,83,83,83,79,77,81,84,84,49,64,1158
BEM,Canada,COL,Central,$4.0M,RD,RIGHT,218.0,75,JOSH MANSON,83,83.40,83,82,88,82,84,76,86,75,86,78,81,77,81,81,88,88,88,84,82,86,89,89,54,69,3942
BA,Canada,WPG,Central,$4.0M,LD,LEFT,195.0,72,JOSH MORRISSEY,83,83.55,85,83,80,81,85,79,86,81,85,80,88,81,89,88,82,80,82,74,67,86,83,87,50,75,1691
MARQ,Canada,WPG,Central,$6.0M,LD,LEFT,195.0,72,JOSH MORRISSEY,85,85.90,86,85,83,85,86,81,89,83,88,82,90,83,91,90,85,84,84,76,67,88,85,90,52,77,2692
SOTM,Canada,WPG,Central,$7.0M,LD,LEFT,195.0,72,JOSH MORRISSEY,86,86.65,88,86,83,84,86,82,89,84,88,83,91,84,92,91,87,85,85,77,70,89,86,90,53,78,4074
BA,USA,BUF,Atlantic,$1.0M,C,LEFT,196.0,74,JOSH NORRIS,80,80.15,86,80,80,80,86,81,81,80,81,81,80,80,80,80,78,80,78,73,62,80,73,78,80,73,1050
CMG,USA,BUF,Atlantic,$4.0M,C,LEFT,196.0,74,JOSH NORRIS,83,82.95,87,83,83,83,87,84,84,83,84,84,83,83,83,83,81,83,81,76,65,83,76,81,83,76,2602
TOTW,USA,BUF,Atlantic,$7.0M,C,LEFT,196.0,74,JOSH NORRIS,86,86.20,89,86,86,86,89,87,87,86,87,87,86,86,86,86,87,86,84,83,83,86,83,84,90,83,4641
BA,Canada,CHA,,$0.7M,C,LEFT,197.0,69,JOSHUA DAVIES,77,77.10,84,81,79,78,83,75,81,76,81,79,73,76,74,75,76,76,76,84,68,74,69,76,80,64,2788
BA,Canada,MTL,Atlantic,$0.5M,RW,LEFT,192.0,72,JOSHUA ROY,75,75.00,82,78,75,71,82,74,78,75,77,76,76,74,75,75,72,75,72,77,57,72,67,74,65,72,1344
BEM,Canada,MTL,Atlantic,$2.0M,RW,LEFT,192.0,72,JOSHUA ROY,81,81.60,85,85,82,78,85,81,85,82,84,83,83,81,82,82,79,82,79,84,64,79,74,81,72,79,3955
BA,USA,GR,,$0.7M,RD,RIGHT,223.0,75,JOSIAH DIDIER,77,77.15,83,79,88,80,82,61,85,62,84,69,66,65,71,68,85,87,89,84,78,73,83,83,59,69,2874
BA,USA,CHI,,$0.7M,LW,LEFT,189.0,75,JOSIAH SLAVIN,77,76.90,84,79,86,80,83,67,84,69,83,74,68,72,71,70,81,84,84,84,67,71,70,78,71,84,2887
BA,USA,SD,,$0.6M,RW,RIGHT,207.0,75,JUDD CAULFIELD,76,76.80,85,81,85,79,85,68,86,69,86,71,65,70,68,68,83,87,86,85,78,65,68,81,60,75,3111
BA,Finland,CHI,,$0.5M,LW,LEFT,210.0,72,JUHA JAASKA,75,75.50,84,79,75,75,83,68,81,66,80,74,77,73,73,72,66,79,76,73,69,79,71,79,64,76,2818
BA,Canada,ABB,,$0.7M,C,LEFT,212.0,76,JUJHAR KHAIRA,77,76.75,80,76,84,77,81,71,82,73,83,72,72,72,72,72,82,84,82,76,71,72,71,77,80,71,2714
BA,Canada,SEA,,$0.9M,LW,LEFT,162.0,70,JULIA GOSLING,79,79.15,84,78,80,77,86,79,70,80,70,80,81,81,78,83,80,80,80,85,43,81,77,78,69,83,2391
FI,Canada,SEA,,$8.0M,LW,LEFT,162.0,70,JULIA GOSLING,87,87.25,92,86,88,87,94,87,78,88,78,88,89,89,86,91,88,88,88,93,51,89,85,86,77,91,4342
CMG,Germany,GRI,,$6.0M,LW,LEFT,181.0,72,JULIAN CHROBOT,85,86.00,92,92,85,85,93,86,88,85,88,85,87,85,85,85,84,84,87,91,80,83,81,80,76,95,2624
BA,Germany,TUC,,$0.7M,LW,LEFT,185.0,73,JULIAN LUTZ,77,76.55,87,83,79,75,85,72,83,72,82,78,72,73,72,72,74,77,74,84,67,76,70,75,72,79,3216
BA,Canada,BRI,,$0.6M,RW,RIGHT,226.0,76,JULIEN GAUTHIER,76,76.20,87,75,83,75,90,72,83,72,83,73,69,72,71,71,80,83,75,80,70,69,67,74,60,80,2757
NG,Canada,REG,,$3.0M,LW,LEFT,170.0,70,JULIEN MAZE,82,82.60,84,83,83,84,83,83,82,82,83,86,83,81,82,84,81,80,84,89,71,81,81,82,68,79,4217
SOTM,Finland,EVT,,$6.0M,C,LEFT,207.0,75,JULIUS MIETTINEN,85,86.05,89,93,86,87,88,81,93,80,91,86,87,83,84,84,85,87,92,89,85,84,83,78,93,81,4097
BA,Slovakia,MTL,Atlantic,$3.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,82,82.75,86,82,84,82,85,83,84,84,85,82,83,83,83,83,83,87,82,81,67,78,78,78,63,76,1327
TOTW,Slovakia,MTL,Atlantic,$6.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,85,85.75,89,85,87,85,88,86,87,87,88,85,86,86,86,86,86,90,85,84,70,81,81,81,66,79,2531
XP,Slovakia,MTL,Atlantic,$5.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,84,84.80,87,84,86,84,86,85,86,86,87,85,85,85,85,85,85,89,84,83,69,81,80,81,73,78,4416
XP,Slovakia,MTL,Atlantic,$7.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,86,86.70,88,86,88,86,87,87,88,88,89,87,87,87,87,87,87,91,86,85,71,83,82,83,75,80,4417
XP,Slovakia,MTL,Atlantic,$6.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,85,85.70,87,85,87,85,86,86,87,87,88,86,86,86,86,86,86,90,85,84,70,82,81,82,74,79,4418
XP,Slovakia,MTL,Atlantic,$8.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,87,87.60,88,87,89,87,87,88,89,89,90,88,88,88,88,88,88,92,87,86,72,84,83,84,76,81,4419
XP,Slovakia,MTL,Atlantic,$9.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,88,88.60,89,88,90,88,88,89,90,90,91,89,89,89,89,89,89,93,88,87,73,85,84,85,77,82,4420
XP,Slovakia,MTL,Atlantic,$10.0M,LW,LEFT,225.0,75,JURAJ SLAFKOVSKY,89,89.60,90,89,91,89,89,90,91,91,92,90,90,90,90,90,90,94,89,88,74,86,85,86,78,83,4421
BA,Canada,NSH,Central,$0.6M,RD,RIGHT,198.0,74,JUSTIN BARRON,76,76.10,81,77,77,73,80,70,80,71,80,75,74,70,75,74,77,77,77,77,67,77,79,78,47,74,1357
TOTW,Canada,NSH,Central,$3.0M,RD,RIGHT,198.0,74,JUSTIN BARRON,82,82.65,87,83,83,79,86,80,86,81,86,81,80,76,81,80,86,83,83,83,73,83,85,84,53,80,2532
BA,Canada,PIT,Metropolitan,$0.6M,RW,RIGHT,227.0,78,JUSTIN BRAZEAU,76,75.85,78,74,83,79,79,70,79,73,79,71,78,71,73,72,80,83,77,77,72,74,66,78,57,75,1482
GM,Canada,PIT,Metropolitan,$5.0M,RW,RIGHT,232.0,78,JUSTIN BRAZEAU,84,83.45,82,82,91,87,83,78,87,81,87,79,86,79,81,80,88,91,85,85,80,82,74,86,65,83,4610
NG,Canada,BLB,,$5.0M,RW,RIGHT,200.0,73,JUSTIN CARBONNEAU,84,85.35,88,93,85,87,87,84,95,82,95,88,87,82,83,85,82,81,83,93,74,80,84,76,69,79,4124
BA,Canada,NYR,Metropolitan,$0.5M,C,LEFT,180.0,70,JUSTIN DOWLING,75,75.35,82,78,78,71,79,70,80,71,79,78,72,74,73,72,73,76,78,78,67,73,74,76,75,73,1425
BA,Canada,TEX,,$0.6M,LW,LEFT,186.0,74,JUSTIN ERTEL,76,76.35,85,82,75,73,85,74,84,75,83,78,72,75,74,74,74,73,80,85,75,70,68,73,60,85,3186
BA,USA,STL,Central,$0.9M,RD,RIGHT,214.0,72,JUSTIN FAULK,79,79.50,85,81,79,79,84,75,83,75,82,78,80,79,82,82,77,79,76,81,67,75,78,81,47,77,1543
MARQ,USA,STL,Central,$2.0M,RD,RIGHT,214.0,72,JUSTIN FAULK,81,81.40,86,83,81,81,85,77,85,77,84,80,82,81,84,84,79,81,78,83,69,77,80,83,49,79,2686
TOTW,USA,STL,Central,$4.0M,RD,RIGHT,208.0,72,JUSTIN FAULK,83,83.55,88,85,83,83,87,80,87,80,86,82,84,83,86,86,81,83,80,85,80,80,82,85,51,81,3986
BA,USA,DET,Atlantic,$0.5M,RD,RIGHT,194.0,76,JUSTIN HOLL,75,74.95,78,75,80,73,79,68,78,70,77,67,72,67,72,73,77,80,78,72,72,76,80,79,47,62,1221
FACE,USA,DET,Atlantic,$2.0M,RD,RIGHT,194.0,76,JUSTIN HOLL,81,81.55,81,82,87,80,82,75,85,77,84,74,79,74,79,80,84,87,85,79,79,83,87,86,54,69,3778
BA,Canada,TEX,,$0.7M,C,LEFT,194.0,70,JUSTIN HRYCKOWIAN,77,77.20,84,80,81,80,82,75,82,74,81,80,80,77,78,76,71,76,77,81,47,78,59,73,66,75,3180
GM,Canada,DAL,Central,$5.0M,C,LEFT,198.0,71,JUSTIN HRYCKOWIAN,84,84.80,88,88,89,88,86,83,90,82,89,88,88,85,86,84,79,84,85,89,55,86,67,81,74,83,4612
BA,Canada,CGY,Pacific,$0.5M,LW,LEFT,183.0,75,JUSTIN KIRKLAND,75,75.20,79,74,80,76,79,69,80,72,80,73,73,70,71,71,78,80,79,78,67,71,73,76,63,73,1102
BA,USA,HV7,,$0.7M,C,RIGHT,174.0,69,JUSTIN KLOOS,77,77.75,85,83,75,74,86,73,84,77,83,83,79,77,79,79,69,76,73,84,64,72,69,79,76,84,3439
SOTM,Canada,TNR,,$6.0M,LW,LEFT,174.0,69,JUSTIN LAROSE,85,85.45,90,92,83,85,88,83,95,83,95,86,86,82,82,84,82,81,84,95,75,85,82,81,71,81,4078
BA,USA,CLE,,$0.6M,LW,LEFT,185.0,73,JUSTIN PEARSON,76,75.85,87,83,68,79,87,74,83,75,83,77,73,74,73,73,67,80,68,80,65,74,65,74,70,85,2830
BA,Canada,CHI,,$0.7M,C,RIGHT,173.0,68,JUSTIN ROBIDAS,77,76.40,87,84,69,75,85,74,80,74,80,80,74,77,78,78,69,79,69,84,62,74,67,75,79,86,2806
BA,Canada,HER,,$0.7M,C,RIGHT,180.0,71,JUSTIN SOURDIF,77,77.65,84,80,81,80,84,71,84,72,84,80,75,78,74,74,76,81,76,81,71,73,68,78,76,76,2934
CMG,Finland,KPA,,$6.0M,C,LEFT,148.0,67,JUUSO MÄENPÄÄ,85,85.75,92,95,79,89,92,85,95,86,95,88,86,86,86,86,78,78,78,96,76,82,78,81,89,96,2538
BA,Finland,NYR,Metropolitan,$0.6M,C,LEFT,212.0,75,JUUSO PÄRSSINEN,76,76.40,81,77,79,73,81,75,79,75,79,75,76,75,76,76,77,79,77,77,58,75,67,76,66,75,1422
MARQ,Finland,NYR,Metropolitan,$1.0M,C,LEFT,207.0,75,JUUSO PÄRSSINEN,80,80.20,83,81,83,77,83,79,83,79,83,79,80,79,80,80,81,83,81,81,62,79,71,80,70,79,3832
BA,Finland,TUC,,$1.0M,LD,LEFT,205.0,74,JUUSO VALIMAKI,80,79.65,86,81,81,82,87,73,82,75,82,78,75,72,79,79,78,82,78,80,65,79,83,81,47,77,3214
ALUM,Finland,VAN,,$2.0M,LD,LEFT,210.0,73,JYRKI LUMME,81,81.60,83,82,80,79,84,83,82,85,83,81,86,80,83,82,77,82,78,77,62,81,77,84,47,77,2213
HRS,Finland,VAN,,$9.0M,LD,LEFT,210.0,73,JYRKI LUMME,88,88.65,87,89,88,88,88,89,88,91,90,88,93,87,90,89,86,89,87,88,69,88,87,91,54,84,4374
HRS,Finland,VAN,,$7.0M,LD,LEFT,210.0,73,JYRKI LUMME,86,86.65,85,87,86,86,86,87,86,89,88,86,91,85,88,87,84,87,85,86,67,86,85,89,52,82,4377
HRS,Finland,VAN,,$5.0M,LD,LEFT,210.0,73,JYRKI LUMME,84,84.75,84,85,84,84,85,85,84,87,86,84,89,83,86,85,82,85,83,84,65,84,83,87,50,80,4385
HRS,Finland,VAN,,$2.0M,LD,LEFT,210.0,73,JYRKI LUMME,83,83.85,84,84,83,83,85,84,83,86,85,83,88,82,85,84,81,84,82,83,64,83,82,86,49,79,4396
HRS,Finland,VAN,,$2.0M,LD,LEFT,210.0,73,JYRKI LUMME,83,83.85,84,84,83,83,85,84,83,86,85,83,88,82,85,84,81,84,82,83,64,83,82,86,49,79,4397
HRS,Finland,VAN,,$2.0M,LD,LEFT,210.0,73,JYRKI LUMME,83,83.85,84,84,83,83,85,84,83,86,85,83,88,82,85,84,81,84,82,83,64,83,82,86,49,79,4398
HRS,Finland,VAN,Pacific,$6.0M,LD,LEFT,210.0,73,JYRKI LUMME,85,85.75,85,86,85,85,86,86,85,88,87,85,90,84,87,86,83,86,84,85,66,85,84,88,51,81,4415
BA,USA,CAR,Metropolitan,$0.9M,LD,LEFT,210.0,77,K&apos;ANDRE MILLER,79,78.80,83,80,81,83,86,70,81,71,81,75,73,72,77,76,81,82,80,78,67,79,82,83,48,78,1113
FI,USA,CAR,Metropolitan,$4.0M,LD,LEFT,210.0,77,K&apos;ANDRE MILLER,83,83.60,86,85,86,88,89,75,86,76,86,80,78,77,82,81,86,87,85,83,72,84,87,88,53,83,2423
BA,Finland,SEA,Pacific,$0.8M,RW,LEFT,215.0,73,KAAPO KAKKO,78,78.40,81,78,79,81,82,77,79,77,79,79,80,78,80,80,72,79,77,77,62,76,75,79,57,82,1525
BA,Canada,VGK,Pacific,$0.6M,RD,RIGHT,203.0,75,KAEDAN KORCZAK,76,76.20,79,76,82,80,79,63,81,64,80,75,72,68,73,72,80,82,82,80,67,78,79,79,45,75,1667
FACE,Canada,VGK,Pacific,$2.0M,RD,RIGHT,203.0,75,KAEDAN KORCZAK,81,81.90,82,82,88,86,82,69,87,70,86,81,78,74,79,78,86,88,88,86,73,84,85,85,51,81,3681
BA,Canada,CHA,,$0.9M,LW,LEFT,197.0,78,KAI SCHWINDT,79,79.30,88,85,85,77,89,73,89,73,89,73,69,73,73,73,85,83,85,90,80,73,71,80,67,80,2782
BA,Canada,SA,,$0.6M,RW,RIGHT,199.0,74,KAI UCHACZ,76,76.70,85,82,73,79,85,76,85,77,85,75,75,77,77,77,72,71,72,85,70,71,65,75,67,80,2924
BA,Canada,MTL,Atlantic,$0.9M,LD,LEFT,202.0,75,KAIDEN GUHLE,79,79.05,84,79,80,77,84,70,85,72,83,73,75,71,78,76,83,82,83,78,72,81,83,82,48,73,1332
BA,USA,UTA,Central,$0.5M,RW,RIGHT,153.0,68,KAILER YAMAMOTO,75,76.35,84,85,75,71,84,74,79,75,78,79,76,77,76,76,73,73,76,78,52,68,73,75,58,78,1619
BA,Canada,MTL,,$0.5M,C,RIGHT,161.0,66,KAITLIN WILLOUGHBY,75,76.15,82,77,78,72,78,74,73,72,74,77,83,79,77,72,76,72,81,79,44,78,72,76,78,79,2329
BA,Canada,MB,,$0.7M,LD,LEFT,190.0,72,KALE CLAGUE,77,77.25,84,82,80,76,86,71,82,72,82,75,73,72,72,72,79,80,79,80,65,76,75,77,45,78,3007
BA,Canada,ONT,,$1.0M,C,LEFT,230.0,79,KALEB LAWRENCE,80,80.65,88,85,90,82,88,73,90,73,89,72,71,73,73,73,88,86,90,90,80,71,73,85,85,82,3036
BA,USA,TOR,,$0.6M,RD,RIGHT,141.0,65,KALI FLANAGAN,76,76.45,83,77,80,73,76,74,73,74,73,73,79,77,77,76,80,76,78,81,45,78,77,75,45,80,2371
MARQ,USA,TOR,,$4.0M,RD,RIGHT,141.0,65,KALI FLANAGAN,83,83.45,90,84,87,80,83,81,80,81,80,80,86,84,84,83,87,83,85,88,52,85,84,82,52,87,4332
BA,Finland,ÖRE,,$0.7M,C,LEFT,185.0,70,KALLE KOSSILA,77,77.20,86,81,77,75,86,77,82,77,82,80,77,77,77,77,71,79,67,82,57,72,67,77,69,92,3543
BA,Sweden,VLH,,$0.6M,C,LEFT,187.0,73,KALLE KRATZ,76,76.45,88,84,73,75,89,72,86,73,86,74,73,82,73,73,71,73,71,89,71,71,70,72,83,84,3649
BA,Sweden,LIF,,$0.7M,LW,LEFT,192.0,70,KALLE OSTMAN,77,78.10,87,83,78,78,87,74,84,75,84,75,77,74,76,75,72,80,82,87,75,73,71,77,72,82,3458
BA,Sweden,VLH,,$0.7M,C,LEFT,178.0,70,KARL HENRIKSSON,77,77.70,88,84,79,74,88,72,84,73,84,84,75,77,76,77,72,79,74,84,64,70,67,77,81,84,3629
BA,USA,RBK,,$0.9M,C,RIGHT,184.0,70,KARSON KUHLMAN,79,78.90,86,82,80,79,86,76,82,78,81,76,76,76,76,76,78,80,77,81,66,76,76,81,76,80,3557
NG,Canada,BAR,,$3.0M,LD,LEFT,200.0,74,KASHAWN AITCHESON,82,82.65,84,84,83,84,84,83,86,84,86,81,79,80,84,80,84,82,80,90,82,83,80,82,55,71,4259
BA,Finland,LHF,,$0.8M,LD,LEFT,198.0,75,KASPER KOTKANSALO,78,79.25,86,82,85,78,89,69,95,69,95,67,68,67,69,70,85,85,86,87,67,73,85,82,62,77,3491
BA,Finland,EDM,Pacific,$0.7M,RW,RIGHT,194.0,73,KASPERI KAPANEN,77,77.85,87,82,77,81,87,75,79,75,78,80,75,75,75,75,75,77,76,77,59,76,75,77,57,82,1239
BA,Canada,MTL,,$0.6M,LD,LEFT,150.0,68,KATI TABIN,76,76.80,78,81,79,75,79,76,76,73,74,76,79,75,75,75,77,77,78,82,45,81,78,74,45,80,2330
FI,Canada,MTL,,$4.0M,LD,LEFT,150.0,68,KATI TABIN,83,83.55,85,87,86,82,86,83,83,80,81,83,85,82,82,82,84,84,85,89,80,86,84,81,52,87,4349
BA,USA,MIN,,$0.6M,RW,RIGHT,140.0,67,KATY KNOLL,76,76.50,83,80,77,74,83,75,74,74,72,77,78,79,77,76,73,75,82,77,45,75,72,74,63,75,2319
BA,Canada,NY,,$0.7M,LW,LEFT,120.0,65,KAYLA VESPA,77,77.35,82,79,79,81,83,74,74,78,76,79,82,78,76,77,75,76,80,80,42,77,70,71,72,78,2347
BA,Canada,COL,Central,$0.5M,LD,LEFT,240.0,78,KEATON MIDDLETON,75,74.55,79,76,84,71,79,60,84,60,84,66,64,66,69,66,81,84,82,81,77,74,81,81,56,66,1162
BA,Canada,BEL,,$0.6M,C,LEFT,188.0,70,KEEAN WASHKURAK,76,76.85,85,82,82,77,83,70,82,71,82,79,68,75,73,72,79,80,83,84,75,69,68,77,81,81,2746
BA,Canada,VGK,Pacific,$0.5M,RW,RIGHT,216.0,74,KEEGAN KOLESAR,75,75.10,82,75,81,76,82,69,78,69,78,71,67,72,70,70,84,82,82,77,78,71,66,77,62,57,1669
BEM,Canada,VGK,Pacific,$3.0M,RW,RIGHT,216.0,74,KEEGAN KOLESAR,82,81.70,85,82,88,83,85,76,85,76,85,78,74,79,77,77,91,89,89,84,85,78,73,84,69,64,3999
BA,Canada,VLH,,$0.7M,LD,LEFT,192.0,74,KEEGAN LOWE,77,76.70,83,79,85,77,83,64,84,64,84,69,70,69,69,69,79,85,84,84,79,76,79,82,59,64,3631
ALUM,Canada,MIN,,$0.7M,C,LEFT,170.0,68,KEITH ACTON,77,76.85,80,74,77,73,80,76,80,76,80,72,77,77,76,76,76,80,74,77,76,78,78,77,83,62,1992
ALUM,Canada,CHI,,$0.7M,RD,RIGHT,196.0,73,KEITH BROWN,77,77.65,80,76,81,78,80,72,80,73,80,72,75,75,77,75,80,80,79,77,72,81,80,79,50,64,1818
ALUM,USA,ANA,,$0.9M,LD,LEFT,207.0,73,KEITH CARNEY,79,78.95,79,76,83,83,80,75,82,75,81,73,77,74,76,77,82,82,77,71,75,83,83,81,46,72,1720
ALUM,Canada,CHI,,$0.7M,RD,RIGHT,185.0,72,KEITH MAGNUSON,77,76.20,78,78,80,74,78,77,78,77,79,71,73,71,76,75,74,81,75,72,74,77,77,75,42,67,1820
ALUM,Canada,CAR,,$1.0M,C,LEFT,220.0,77,KEITH PRIMEAU,80,80.30,79,79,84,79,81,79,83,79,83,74,83,79,79,79,84,86,78,64,76,78,80,80,88,74,1793
HH,USA,STL,,$5.0M,LW,LEFT,235.0,74,KEITH TKACHUK,84,84.50,85,84,87,83,84,85,87,86,89,84,87,83,83,85,86,87,86,82,67,80,81,78,78,77,1077
ALUM,USA,STL,,$3.0M,LW,LEFT,235.0,74,KEITH TKACHUK,82,82.65,84,82,85,82,83,83,85,84,87,82,85,81,81,83,84,85,84,80,67,78,79,76,76,75,2176
ALUM,USA,FLA,,$3.0M,LD,LEFT,192.0,73,KEITH YANDLE,82,81.65,83,81,81,80,87,81,85,82,84,78,86,76,87,81,80,81,79,91,62,81,81,79,51,80,1931
BA,USA,MIN,,$0.9M,RW,RIGHT,165.0,68,KELLY PANNEK,79,79.60,83,78,80,83,88,80,73,80,72,83,82,84,81,83,72,81,76,78,43,81,74,78,84,82,2324
CMG,USA,MIN,,$8.0M,RW,RIGHT,165.0,68,KELLY PANNEK,87,87.50,91,86,88,91,94,88,81,88,80,91,90,92,89,91,80,89,84,86,51,89,82,86,92,90,4333
ALUM,Canada,NYI,,$0.5M,LW,LEFT,207.0,73,KEN BAUMGARTNER,75,75.45,77,69,82,76,78,70,77,70,75,70,70,71,71,71,83,83,83,61,83,72,78,83,58,76,2248
ALUM,Canada,NJD,,$0.8M,LD,LEFT,215.0,72,KEN DANEYKO,78,77.60,80,77,83,77,80,70,78,72,78,70,73,71,77,78,83,82,80,83,67,81,83,79,48,78,2055
ALUM,England,BOS,,$3.0M,RW,RIGHT,214.0,74,KEN HODGE SR.,82,82.10,83,81,84,80,84,80,83,80,83,80,85,81,83,83,83,83,81,80,77,82,81,82,71,71,1735
ALUM,Canada,BOS,,$1.0M,C,LEFT,180.0,71,KEN LINSEMAN,80,80.70,83,82,80,80,83,79,81,79,81,78,84,79,83,83,80,82,76,61,60,80,81,80,88,61,1739
BA,USA,MIN,,$3.0M,LW,LEFT,126.0,65,KENDALL COYNE,82,82.80,91,85,86,82,91,81,73,81,72,84,85,83,85,85,82,81,84,80,42,82,81,82,73,86,2328
CCAP,USA,MIN,,$9.0M,LW,LEFT,126.0,65,KENDALL COYNE,88,89.25,92,91,92,88,92,87,87,88,88,90,91,89,91,91,88,87,90,86,48,88,87,88,79,92,4351
BA,Canada,CBJ,Metropolitan,$3.0M,C,LEFT,180.0,72,KENT JOHNSON,82,82.60,86,87,79,82,86,84,82,84,83,88,85,85,86,86,77,81,77,82,57,79,74,81,79,82,1168
MARQ,Canada,CBJ,Metropolitan,$5.0M,C,LEFT,180.0,72,KENT JOHNSON,84,84.50,87,89,81,84,87,86,84,86,85,90,87,87,88,88,79,83,79,84,59,81,76,83,81,84,3726
NG,Canada,CBJ,Metropolitan,$6.0M,C,LEFT,170.0,72,KENT JOHNSON,85,85.40,87,90,82,85,87,87,85,87,86,91,88,88,89,89,80,84,80,85,60,82,77,84,82,85,4233
ALUM,Sweden,CGY,,$2.0M,C,LEFT,187.0,72,KENT NILSSON,81,81.90,83,81,79,82,83,83,85,83,85,81,86,81,84,83,81,83,73,83,72,78,84,80,67,65,1776
ALUM,USA,BOS,,$0.6M,RD,RIGHT,210.0,74,KEVAN MILLER,76,76.20,79,76,80,78,79,69,79,69,79,69,72,69,74,72,80,80,81,62,72,79,81,79,49,78,1748
BA,Canada,CGY,Pacific,$0.5M,LD,LEFT,230.0,78,KEVIN BAHL,75,75.00,81,74,81,71,81,64,80,67,80,68,70,65,70,68,80,81,80,77,77,78,81,80,52,67,1101
MARQ,Canada,CGY,Pacific,$1.0M,LD,LEFT,230.0,78,KEVIN BAHL,80,79.70,83,79,86,76,83,69,85,72,85,73,75,70,75,73,85,86,85,82,82,83,86,85,57,72,3415
BA,Canada,TUC,,$0.6M,LD,LEFT,205.0,74,KEVIN CONNAUTON,76,76.60,82,78,81,77,83,67,83,67,83,76,68,71,72,70,79,81,81,81,66,75,78,80,51,76,3273
BA,Switzerland,LAK,Pacific,$2.0M,LW,LEFT,205.0,72,KEVIN FIALA,81,81.85,86,85,80,80,85,82,83,83,82,81,84,86,85,84,78,80,79,80,57,78,75,81,60,70,1275
MARQ,Switzerland,LAK,Pacific,$5.0M,LW,LEFT,205.0,72,KEVIN FIALA,84,84.75,88,88,83,83,87,85,86,86,85,84,87,89,88,87,81,83,82,83,60,81,78,84,63,73,2693
BA,USA,MIL,,$0.6M,LD,LEFT,205.0,76,KEVIN GRAVEL,76,76.70,81,77,85,78,81,64,83,66,83,69,69,68,71,71,83,84,82,86,76,75,82,82,51,71,3025
ALUM,Canada,ANA,,$0.5M,LD,LEFT,194.0,74,KEVIN HALLER,75,74.40,79,69,81,70,79,71,77,71,77,67,67,73,70,68,79,78,78,74,72,78,78,78,43,68,1728
BA,USA,PIT,Metropolitan,$0.9M,C,LEFT,216.0,77,KEVIN HAYES,79,79.30,84,80,82,79,84,76,83,76,83,78,76,77,77,77,81,82,81,79,72,76,76,78,78,81,1492
COM,USA,PIT,Metropolitan,$5.0M,C,LEFT,217.0,75,KEVIN HAYES,84,84.00,86,85,87,84,86,81,88,81,88,83,81,82,82,82,86,87,86,84,77,81,81,83,83,86,4483
NG,Canada,NIA,,$4.0M,LW,LEFT,182.0,72,KEVIN HE,83,83.85,86,92,82,82,85,81,91,82,94,86,83,81,79,84,85,79,83,93,75,82,79,81,67,79,4127
BA,Canada,CHI,Central,$0.7M,LD,LEFT,185.0,73,KEVIN KORCHINSKI,77,77.95,83,78,78,81,83,71,81,73,80,78,77,73,78,78,78,78,78,78,60,77,78,78,43,76,1137
BEM,Canada,CHI,Central,$3.0M,LD,LEFT,185.0,73,KEVIN KORCHINSKI,82,82.75,86,83,83,86,86,76,86,78,85,83,82,78,83,83,83,83,83,83,65,82,83,83,48,81,3948
BA,USA,RFD,,$0.9M,RW,RIGHT,229.0,77,KEVIN LOMBARDI,79,79.05,89,85,80,79,89,71,89,72,89,73,75,73,73,73,80,80,85,90,80,74,70,82,67,80,3089
ALUM,Canada,EDM,,$1.0M,LD,LEFT,200.0,74,KEVIN LOWE,80,79.75,83,80,79,80,83,79,82,79,82,73,81,74,79,79,79,79,78,74,70,85,83,78,49,69,1912
ALUM,Canada,EDM,,$0.6M,RW,RIGHT,205.0,74,KEVIN MCCLELLAND,76,76.55,79,77,80,73,80,74,80,74,77,76,74,75,76,74,78,80,77,74,67,76,78,73,62,77,1923
BA,Sweden,UTA,Central,$0.9M,C,RIGHT,213.0,75,KEVIN STENLUND,79,78.55,81,79,84,79,81,73,83,74,83,76,76,76,76,76,81,84,82,80,62,77,70,80,89,78,1606
BA,USA,MIL,,$0.6M,RW,RIGHT,188.0,72,KEVIN WALL,76,76.45,87,83,70,79,87,76,83,77,83,77,77,77,77,77,68,70,68,85,68,74,67,72,73,80,3032
BA,USA,VAN,Pacific,$0.9M,LW,RIGHT,194.0,72,KIEFER SHERWOOD,79,79.20,81,78,81,77,81,75,79,75,79,78,79,78,77,77,89,81,87,78,62,79,75,78,58,78,1628
CMG,USA,VAN,Pacific,$4.0M,LW,RIGHT,194.0,72,KIEFER SHERWOOD,83,83.00,83,82,85,81,83,79,83,79,83,82,83,82,81,81,93,85,91,82,66,83,79,82,62,82,2568
